"Symbol","DeclaredAt","UsageCount","UsageFiles","Snippet"
"supabaseClient","C:\FacturalesNuevo\assets\js\supabaseClient.js:25","152","C:\FacturalesNuevo\settings.html:28; C:\FacturalesNuevo\signin.html:16; C:\FacturalesNuevo\assets\js\onboardingProgress.js:8; C:\FacturalesNuevo\subscribe.html:8; C:\FacturalesNuevo\index.html:8; C:\FacturalesNuevo\assets\js\invoice-defaults.js:6; C:\FacturalesNuevo\assets\js\invoice-numbering.js:6; C:\FacturalesNuevo\reset-password.html:6; C:\FacturalesNuevo\assets\js\invoice-series-db.js:4; C:\FacturalesNuevo\complete-profile.html:4; C:\FacturalesNuevo\assets\js\subscription-guard.js:3; C:\FacturalesNuevo\assets\js\quote-issued-page.js:3; C:\FacturalesNuevo\assets\js\quotes.js:3; C:\FacturalesNuevo\billing\success.html:3; C:\FacturalesNuevo\confirm-email.html:3; C:\FacturalesNuevo\assets\js\fiscal-page.js:3; C:\FacturalesNuevo\support-ticket.html:3; C:\FacturalesNuevo\assets\js\invoices.js:3; C:\FacturalesNuevo\assets\js\issued-page.js:3; C:\FacturalesNuevo\assets\js\transactions.js:2; C:\FacturalesNuevo\assets\js\users-page.js:2; C:\FacturalesNuevo\invoices\preview.html:2; C:\FacturalesNuevo\invoices\quote-preview.html:2; C:\FacturalesNuevo\assets\js\auth.js:2; C:\FacturalesNuevo\assets\js\businessInfo.js:2; C:\FacturalesNuevo\assets\js\clients.js:2; C:\FacturalesNuevo\assets\js\email-sender.js:2; C:\FacturalesNuevo\assets\js\productos-db.js:2; C:\FacturalesNuevo\assets\js\subscription.js:2; C:\FacturalesNuevo\assets\js\plan-limits.js:2; C:\FacturalesNuevo\assets\js\scan-ocr-page.js:2; C:\FacturalesNuevo\assets\js\quote-page.js:2; C:\FacturalesNuevo\assets\js\access-logger.js:1; C:\FacturalesNuevo\assets\js\auth-guard.js:1; C:\FacturalesNuevo\assets\js\supabaseClient.js:1; C:\FacturalesNuevo\assets\js\new-page.js:1; C:\FacturalesNuevo\assets\js\global-search.js:1","window.supabaseClient = client;"
"supabaseReady","C:\FacturalesNuevo\signup.html:352","3","C:\FacturalesNuevo\verify-email.html:1; C:\FacturalesNuevo\signin.html:1; C:\FacturalesNuevo\confirm-email.html:1","window.supabaseReady = true;"
"supabaseReady","C:\FacturalesNuevo\verify-email.html:130","3","C:\FacturalesNuevo\signup.html:1; C:\FacturalesNuevo\signin.html:1; C:\FacturalesNuevo\confirm-email.html:1","window.supabaseReady = true;"
"supabaseReady","C:\FacturalesNuevo\confirm-email.html:164","3","C:\FacturalesNuevo\verify-email.html:1; C:\FacturalesNuevo\signup.html:1; C:\FacturalesNuevo\signin.html:1","window.supabaseReady = true;"
"supabaseReady","C:\FacturalesNuevo\signin.html:567","3","C:\FacturalesNuevo\verify-email.html:1; C:\FacturalesNuevo\signup.html:1; C:\FacturalesNuevo\confirm-email.html:1","window.supabaseReady = true;"
"toast","C:\FacturalesNuevo\assets\js\toast.js:119","0","","window.toast = toast;"
"toggleAdvancedOptions","C:\FacturalesNuevo\assets\js\invoice.js:419","0","","window.toggleAdvancedOptions = toggleAdvancedOptions;"
"toggleClientDropdown","C:\FacturalesNuevo\assets\js\invoice.js:421","0","","window.toggleClientDropdown = toggleClientDropdown;"
"toggleClientStatus","C:\FacturalesNuevo\assets\js\users-page.js:1083","0","","window.toggleClientStatus = toggleClientStatus;"
"toggleConditionalField","C:\FacturalesNuevo\assets\js\invoice.js:420","0","","window.toggleConditionalField = toggleConditionalField;"
"toggleContactFilter","C:\FacturalesNuevo\index.html:1934","0","","window.toggleContactFilter = toggleContactFilter;"
"toggleContactsFilters","C:\FacturalesNuevo\index.html:1932","0","","window.toggleContactsFilters = toggleContactsFilters;"
"toggleDashboardPerPageDropdown","C:\FacturalesNuevo\index.html:1986","0","","window.toggleDashboardPerPageDropdown = toggleDashboardPerPageDropdown;"
"toggleDateFilter","C:\FacturalesNuevo\assets\js\expenses-page.js:1205","0","","window.toggleDateFilter = toggleDateFilter;"
"toggleExpensesFilters","C:\FacturalesNuevo\assets\js\expenses-page.js:1216","0","","window.toggleExpensesFilters = toggleExpensesFilters;"
"toggleExpensesPerPageDropdown","C:\FacturalesNuevo\assets\js\expenses-page.js:1210","0","","window.toggleExpensesPerPageDropdown = toggleExpensesPerPageDropdown;"
"toggleFilterDropdown","C:\FacturalesNuevo\assets\js\expenses-page.js:1191","0","","window.toggleFilterDropdown = toggleFilterDropdown;"
"togglePaidStatus","C:\FacturalesNuevo\assets\js\invoices.js:605","1","C:\FacturalesNuevo\assets\js\issued-page.js:1","window.togglePaidStatus = togglePaidStatus;"
"togglePaymentStatus","C:\FacturalesNuevo\assets\js\quote-issued-page.js:463","1","C:\FacturalesNuevo\assets\js\issued-page.js:1","window.togglePaymentStatus = togglePaymentStatus;"
"togglePaymentStatus","C:\FacturalesNuevo\assets\js\issued-page.js:465","1","C:\FacturalesNuevo\assets\js\quote-issued-page.js:1","window.togglePaymentStatus = togglePaymentStatus;"
"togglePriceFilter","C:\FacturalesNuevo\assets\js\expenses-page.js:1201","0","","window.togglePriceFilter = togglePriceFilter;"
"toggleQuotePaidStatus","C:\FacturalesNuevo\assets\js\quotes.js:511","1","C:\FacturalesNuevo\assets\js\quote-issued-page.js:1","window.toggleQuotePaidStatus = togglePaidStatus;"
"toggleSelectAll","C:\FacturalesNuevo\assets\js\users-page.js:1069","0","","window.toggleSelectAll = toggleSelectAll;"
"toggleSelectClient","C:\FacturalesNuevo\assets\js\users-page.js:1070","0","","window.toggleSelectClient = toggleSelectClient;"
"toggleUsersPerPageDropdown","C:\FacturalesNuevo\assets\js\users-page.js:398","0","","window.toggleUsersPerPageDropdown = toggleUsersPerPageDropdown;"
"transactionsUtils","C:\FacturalesNuevo\assets\js\transactions.js:524","0","","window.transactionsUtils = {"
"updateActiveFilterCount","C:\FacturalesNuevo\assets\js\expenses-page.js:1192","0","","window.updateActiveFilterCount = updateActiveFilterCount;"
"updateBusinessInfo","C:\FacturalesNuevo\assets\js\businessInfo.js:264","1","C:\FacturalesNuevo\settings.html:1","window.updateBusinessInfo = updateBusinessInfo;"
"updateClient","C:\FacturalesNuevo\assets\js\clients.js:394","1","C:\FacturalesNuevo\assets\js\modal-cliente.js:1","window.updateClient = updateClient;"
"updateContactsPriceFromSlider","C:\FacturalesNuevo\index.html:1972","0","","window.updateContactsPriceFromSlider = updateContactsPriceFromSlider;"
"updateContactsPriceSlider","C:\FacturalesNuevo\index.html:1970","0","","window.updateContactsPriceSlider = updateContactsPriceSlider;"
"updateCustomPreview","C:\FacturalesNuevo\complete-profile.html:998","0","","window.updateCustomPreview = function () {"
"updateHeaderDOM","C:\FacturalesNuevo\assets\js\user-header.js:173","0","","window.updateHeaderDOM = updateHeaderDOM;"
"updateInvoice","C:\FacturalesNuevo\assets\js\invoices.js:602","10","C:\FacturalesNuevo\assets\js\new-page.js:4; C:\FacturalesNuevo\invoices\new.html:2; C:\FacturalesNuevo\invoices\quote.html:2; C:\FacturalesNuevo\assets\js\invoice-numbering.js:1; C:\FacturalesNuevo\assets\js\invoices.js:1","window.updateInvoice = updateInvoice;"
"updateInvoiceNumberPreview","C:\FacturalesNuevo\invoices\quote.html:2561","4","C:\FacturalesNuevo\invoices\new.html:2; C:\FacturalesNuevo\invoices\quote.html:1; C:\FacturalesNuevo\assets\js\invoice-numbering.js:1","if (typeof window.updateInvoiceNumberPreview === 'function') {"
"updateInvoiceNumberPreview","C:\FacturalesNuevo\invoices\new.html:2562","4","C:\FacturalesNuevo\invoices\quote.html:2; C:\FacturalesNuevo\assets\js\invoice-numbering.js:1; C:\FacturalesNuevo\invoices\new.html:1","if (typeof window.updateInvoiceNumberPreview === 'function') {"
"updateInvoiceNumberPreview","C:\FacturalesNuevo\assets\js\invoice-numbering.js:210","4","C:\FacturalesNuevo\invoices\quote.html:2; C:\FacturalesNuevo\invoices\new.html:2","window.updateInvoiceNumberPreview = updateInvoiceNumberPreview;"
"updatePagination","C:\FacturalesNuevo\assets\js\expenses-page.js:1209","0","","window.updatePagination = updatePagination;"
"updatePassword","C:\FacturalesNuevo\assets\js\auth.js:473","2","C:\FacturalesNuevo\settings.html:2","window.updatePassword = updatePassword;"
"updatePriceFromSlider","C:\FacturalesNuevo\assets\js\expenses-page.js:1203","0","","window.updatePriceFromSlider = updatePriceFromSlider;"
"updatePriceRange","C:\FacturalesNuevo\assets\js\expenses-page.js:1202","0","","window.updatePriceRange = updatePriceRange;"
"updateProfile","C:\FacturalesNuevo\assets\js\auth.js:474","0","","window.updateProfile = updateProfile;"
"updateQuote","C:\FacturalesNuevo\assets\js\quotes.js:508","8","C:\FacturalesNuevo\assets\js\quote-page.js:7; C:\FacturalesNuevo\assets\js\quotes.js:1","window.updateQuote = updateQuote;"
"updateSeriesDB","C:\FacturalesNuevo\assets\js\invoice-series-db.js:185","1","C:\FacturalesNuevo\settings.html:1","window.updateSeriesDB = updateSeries;"
"updateStepProgress","C:\FacturalesNuevo\settings.html:4081","9","C:\FacturalesNuevo\assets\js\clients.js:4; C:\FacturalesNuevo\assets\js\invoices.js:2; C:\FacturalesNuevo\settings.html:1; C:\FacturalesNuevo\invoices\preview.html:1; C:\FacturalesNuevo\assets\js\onboardingProgress.js:1","if ((hasCustomColor || hasLogo) && typeof window.updateStepProgress === 'function') {"
"updateStepProgress","C:\FacturalesNuevo\assets\js\onboardingProgress.js:531","9","C:\FacturalesNuevo\assets\js\clients.js:4; C:\FacturalesNuevo\settings.html:2; C:\FacturalesNuevo\assets\js\invoices.js:2; C:\FacturalesNuevo\invoices\preview.html:1","window.updateStepProgress = updateStepProgress;"
"updateTotals","C:\FacturalesNuevo\assets\js\quote-page.js:137","3","C:\FacturalesNuevo\assets\js\new-page.js:2; C:\FacturalesNuevo\assets\js\quote-page.js:1","if (window.updateTotals && typeof window.updateTotals === 'function') {"
"updateTotals","C:\FacturalesNuevo\assets\js\new-page.js:131","3","C:\FacturalesNuevo\assets\js\quote-page.js:2; C:\FacturalesNuevo\assets\js\new-page.js:1","if (window.updateTotals && typeof window.updateTotals === 'function') {"
"updateTransaction","C:\FacturalesNuevo\assets\js\transactions.js:513","1","C:\FacturalesNuevo\assets\js\expenses-page.js:1","window.updateTransaction = updateTransaction;"
"validateClientData","C:\FacturalesNuevo\assets\js\clients.js:589","0","","window.validateClientData = validateClientData;"
"validateTransactionData","C:\FacturalesNuevo\assets\js\transactions.js:518","0","","window.validateTransactionData = validateTransactionData;"
"viewInvoice","C:\FacturalesNuevo\assets\js\issued-page.js:464","0","","window.viewInvoice = viewInvoice;"
"viewQuote","C:\FacturalesNuevo\assets\js\quote-issued-page.js:462","0","","window.viewQuote = viewQuote;"
